"bluestock_fintech_—_nifty_100__|__profit_&_loss__|__1,276_records",unnamed:_1,unnamed:_2,unnamed:_3,unnamed:_4,unnamed:_5,unnamed:_6,unnamed:_7,unnamed:_8,unnamed:_9,unnamed:_10,unnamed:_11,unnamed:_12,unnamed:_13,unnamed:_14
670,ICICIPRULI,TTM,77572,0,77251,321,0,933,0,1254,,974,7,
697,INDUSINDBK,Mar 2013,6983,4750,1947,286,4,1363,73,1576,33,1061,20,15
698,INDUSINDBK,Mar 2014,8254,5363,2555,335,4,1891,98,2128,34,1408,27,13
699,INDUSINDBK,Mar 2015,9692,6272,3133,288,3,2548,127,2709,34,1794,34,12
700,INDUSINDBK,Mar 2016,11872,7355,4188,329,3,3297,157,3469,34,2286,38,12
701,INDUSINDBK,Mar 2017,14406,8343,5684,379,3,4171,191,4360,34,2868,48,13
702,INDUSINDBK,Mar 2018,17281,9783,6555,942,5,4750,212,5481,34,3606,60,12
703,INDUSINDBK,Mar 2019,22261,13415,9283,-437,-2,5647,229,4981,34,3301,55,14
704,INDUSINDBK,Mar 2020,28783,16724,12611,-553,-2,6951,278,6121,28,4418,64,0
705,INDUSINDBK,Mar 2021,29000,15472,15997,-2469,-9,6559,305,3784,25,2836,37,14
706,INDUSINDBK,Mar 2022,30822,15822,15840,-839,-3,7334,321,6174,25,4611,60,14
707,INDUSINDBK,Mar 2023,36368,18776,15525,2067,6,8166,373,9860,25,7390,95,15
708,INDUSINDBK,Mar 2024,45748,25132,17638,2978,7,9388,425,11942,25,8950,115,14
709,INDUSINDBK,TTM,49004,27577,20104,1323,3,9521,0,10844,,8122,104,
710,INFY,Mar 2013,40352,28814,11538,29,2365,5,1099,12799,26,9429,21,25
711,INFY,Mar 2014,50133,36743,13390,27,2664,9,1317,14728,28,10656,23,34
712,INFY,Mar 2015,53319,38436,14883,28,3430,12,1017,17284,28,12372,27,55
713,INFY,Mar 2016,62441,45362,17079,27,3120,0,1459,18740,28,13489,29,41
714,INFY,Mar 2017,68484,49880,18604,27,3050,0,1703,19951,28,14353,31,41
715,INFY,Mar 2018,70522,51700,18822,27,3311,0,1863,20270,21,16029,37,59
716,INFY,Mar 2019,82675,62505,20170,24,2882,0,2011,21041,27,15410,35,60
717,INFY,Mar 2020,90791,68524,22267,25,2803,170,2893,22007,24,16639,39,45
718,INFY,Mar 2021,100472,72583,27889,28,2201,195,3267,26628,27,19423,45,59
719,INFY,Mar 2022,121641,90150,31491,26,2295,200,3476,30110,26,22146,53,59
720,INFY,Mar 2023,146767,111637,35130,24,2701,284,4225,33322,28,24108,58,73
721,INFY,Mar 2024,153670,117245,36425,24,4711,470,4678,35988,27,26248,63,
722,INFY,TTM,159988,121843,38145,24,5138,424,4675,38184,,27687,67,
723,IOC,Mar 2013,461780,447919,13861,3,3499,7164,5692,4504,19,3627,3,36
724,IOC,Mar 2014,488345,471123,17222,4,5064,5948,6360,9978,30,6967,5,30
725,IOC,Mar 2015,449507,438932,10575,2,5860,4201,5219,7014,31,4872,3,33
726,IOC,Mar 2016,346045,324007,22038,6,5219,3487,5698,18072,31,12413,8,28
727,IOC,Mar 2017,355379,321230,34149,10,4356,3743,6806,27956,27,20385,14,45
728,IOC,Mar 2018,421492,379834,41658,10,4331,3875,7664,34450,34,22626,15,90
729,IOC,Mar 2019,528158,492896,35262,7,4097,4925,8506,25927,33,17274,12,49
730,IOC,Mar 2020,483763,467710,16053,3,-7165,5792,10273,-7177,-74,-1876,-1,-437
731,IOC,Mar 2021,363950,324021,39929,11,4696,2933,10941,30751,29,21762,15,51
732,IOC,Mar 2022,589321,541563,47758,8,4332,5454,12348,34289,25,25727,18,46
733,IOC,Mar 2023,841756,811073,30683,4,5124,7588,13181,15038,22,11704,7,42
734,IOC,Mar 2024,776352,700706,75646,10,5389,7881,15866,57288,25,43161,30,40
735,IOC,TTM,761485,728555,32930,4,7285,9231,16546,14438,,10909,8,
736,IRCTC,Mar 2015,1059,907,152,14,82,0,20,214,39,131,13,20
737,IRCTC,Mar 2016,1367,1176,190,14,139,0,21,309,39,189,19,40
738,IRCTC,Mar 2017,1520,1206,314,21,67,3,22,355,35,229,11,49
739,IRCTC,Mar 2018,1466,1192,274,19,99,3,24,346,36,221,11,21
740,IRCTC,Mar 2019,1870,1487,383,20,126,2,29,479,36,309,4,98
741,IRCTC,Mar 2020,2264,1562,703,31,77,10,40,730,30,513,6,39
742,IRCTC,Mar 2021,777,589,188,24,124,8,46,258,27,187,2,43
743,IRCTC,Mar 2022,1879,1005,874,47,72,11,49,885,26,660,8,42
744,IRCTC,Mar 2023,3541,2265,1276,36,148,16,54,1354,26,1006,13,44
745,IRCTC,Mar 2024,4270,2804,1466,34,106,19,57,1496,26,1111,14,47
746,IRCTC,TTM,4455,2950,1505,34,185,16,56,1617,,1200,15,
747,IRFC,Mar 2013,5550,22,5528,100,2,4075,0,1454,64,522,222,21
748,IRFC,Mar 2014,6197,19,6178,100,1,4607,0,1572,55,701,209,6
749,IRFC,Mar 2015,6939,34,6905,100,1,4992,0,1914,60,758,212,20
750,IRFC,Mar 2016,7507,38,7468,99,1,5519,0,1950,56,849,188,40
751,IRFC,Mar 2017,9047,26,9021,100,0,6888,0,2133,56,934,143,40
752,IRFC,Mar 2018,9267,38,9229,100,1,6638,0,2592,21,2055,3,18
753,IRFC,Mar 2019,11134,48,11085,100,0,8183,0,2902,22,2255,2,18
754,IRFC,Mar 2020,13421,66,13355,100,0,10163,0,3192,0,3192,3,0
755,IRFC,Mar 2021,15771,113,15657,99,0,11237,4,4416,0,4416,3,31
756,IRFC,Mar 2022,20299,123,20177,99,2,14075,14,6090,0,6090,5,30
757,IRFC,Mar 2023,23722,134,23588,99,41,17447,14,6167,0,6167,5,32
758,IRFC,Mar 2024,26645,133,26513,100,10,20101,9,6412,0,6412,5,31
759,IRFC,TTM,26902,144,26758,99,8,20223,6,6537,,6537,5,
760,ITC,Mar 2013,31618,20398,11221,35,852,108,859,11106,31,7704,6,55
761,ITC,Mar 2014,35306,22227,13080,37,966,29,965,13052,31,9001,7,54
762,ITC,Mar 2015,38817,24566,14252,37,1229,91,1028,14362,32,9779,8,52
763,ITC,Mar 2016,39192,24661,14531,37,1483,78,1077,14859,36,9501,8,73
764,ITC,Mar 2017,42768,27298,15470,36,1759,49,1153,16026,35,10477,8,56
765,ITC,Mar 2018,43449,26928,16521,38,2240,115,1236,17409,34,11493,9,56
766,ITC,Mar 2019,48340,29802,18537,38,2080,71,1397,19150,33,12836,10,56
767,ITC,Mar 2020,49388,30044,19344,39,2417,81,1645,20035,22,15593,12,82
768,ITC,Mar 2021,49257,32193,17065,35,2577,58,1646,17938,25,13383,11,101
769,ITC,Mar 2022,60645,40021,20623,34,1910,60,1732,20740,25,15503,12,93
770,ITC,Mar 2023,70919,45215,25704,36,2098,78,1809,25915,25,19477,15,100
771,ITC,Mar 2024,70866,44634,26233,37,2804,80,1816,27140,24,20751,16,84
772,ITC,TTM,75135,48495,26640,35,2655,54,1940,27302,,20829,16,
773,JINDALSTEL,Mar 2013,19807,13701,6106,31,333,1067,1539,3833,24,2952,31,5
774,JINDALSTEL,Mar 2014,19286,13487,5799,30,349,1807,1829,2512,25,1896,21,7
775,JINDALSTEL,Mar 2015,19401,13937,5464,28,-1399,2875,2733,-1543,-6,-1452,-14,0
776,JINDALSTEL,Mar 2016,19469,16032,3437,18,-79,3254,4068,-3964,-22,-3087,-32,0
777,JINDALSTEL,Mar 2017,21603,16894,4709,22,-362,3441,3949,-3043,-17,-2538,-25,0
778,JINDALSTEL,Mar 2018,33286,26817,6469,19,-584,3866,3883,-1864,-13,-1616,-15,0
779,JINDALSTEL,Mar 2019,46966,38553,8412,18,-1470,4264,5480,-2802,-14,-2412,-17,0
780,JINDALSTEL,Mar 2020,37923,31092,6831,18,74,3768,3429,-291,37,-400,-1,0
781,JINDALSTEL,Mar 2021,34579,23646,10933,32,313,2753,2414,6078,30,4267,36,0
782,JINDALSTEL,Mar 2022,51166,35650,15515,30,-1840,1888,2097,9690,30,6766,56,5
783,JINDALSTEL,Mar 2023,53212,43270,9942,19,-539,1446,2691,5266,25,3974,31,6
784,JINDALSTEL,Mar 2024,50354,40153,10202,20,156,1294,2822,6241,5,5943,58,3
785,JINDALSTEL,TTM,50019,39693,10327,21,139,1293,3009,6163,,5060,50,
786,JIOFIN,Mar 2023,45,6,39,88,10,0,0,49,37,31,,0
787,JIOFIN,Mar 2024,1855,296,1559,84,429,10,22,1956,18,1605,3,0
788,JIOFIN,TTM,1968,437,1531,78,435,0,22,1944,,1607,3,
789,JSWENERGY,Mar 2013,8870,6069,2801,32,9,963,662,1186,23,901,6,36
790,JSWENERGY,Mar 2014,8648,5394,3255,38,-179,1206,810,1060,27,760,5,43
791,JSWENERGY,Mar 2015,9347,5723,3624,39,196,1137,790,1892,27,1358,8,24
792,JSWENERGY,Mar 2016,9824,5796,4029,41,340,1498,854,2017,28,1460,9,22
793,JSWENERGY,Mar 2017,8263,4939,3324,40,221,1685,969,892,30,623,4,13
794,JSWENERGY,Mar 2018,8049,5336,2713,34,47,1456,966,338,75,85,0,0
795,JSWENERGY,Mar 2019,9138,6283,2855,31,398,1192,1164,897,24,684,4,24
796,JSWENERGY,Mar 2020,8273,5316,2957,36,376,1051,1738,544,6,1081,7,15
797,JSWENERGY,Mar 2021,6922,4009,2913,42,248,896,1167,1099,25,823,5,41
798,JSWENERGY,Mar 2022,8167,4596,3572,44,575,777,1131,2238,22,1743,11,19
799,JSWENERGY,Mar 2023,10332,7050,3282,32,674,844,1169,1943,24,1480,9,22
800,JSWENERGY,Mar 2024,11486,6104,5382,47,472,2053,1633,2167,20,1725,10,19
801,JSWENERGY,TTM,11416,6034,5382,47,648,2083,1594,2352,,1988,11,
802,JSWSTEEL,Mar 2013,38210,31698,6512,17,-307,1967,2237,1999,42,929,4,30
803,JSWSTEEL,Mar 2014,51220,42051,9169,18,-1630,3048,3183,1308,70,402,2,74
804,JSWSTEEL,Mar 2015,52972,43608,9364,18,103,3493,3434,2539,32,1722,7,19
805,JSWSTEEL,Mar 2016,41546,35124,6422,15,-1966,3601,3323,-2468,-80,-481,-1,-67
806,JSWSTEEL,Mar 2017,55604,43296,12308,22,18,3768,3430,5128,33,3467,15,19
807,JSWSTEEL,Mar 2018,71933,57017,14916,21,-177,3701,3387,7651,20,6113,26,16
808,JSWSTEEL,Mar 2019,84757,65827,18930,22,196,3917,4041,11168,33,7524,32,16
809,JSWSTEEL,Mar 2020,73326,61513,11813,16,-289,4265,4246,3013,-30,3919,17,15
810,JSWSTEEL,Mar 2021,79839,59661,20178,25,473,3957,4679,12015,34,7873,33,25
811,JSWSTEEL,Mar 2022,146371,107257,39114,27,1600,4968,6001,29745,30,20938,85,25
812,JSWSTEEL,Mar 2023,165960,147490,18470,11,1561,6902,7474,5655,27,4139,17,25
813,JSWSTEEL,Mar 2024,175006,146849,28157,16,1500,8105,8172,13380,33,8973,36,25
814,JSWSTEEL,TTM,170274,147796,22478,13,267,8380,9006,5359,,3312,14,
815,KOTAKBANK,Mar 2013,10838,6024,6603,-1789,-17,5112,179,3144,30,2238,15,2
816,KOTAKBANK,Mar 2014,11986,6312,7053,-1379,-12,5282,208,3695,32,2527,16,2
817,KOTAKBANK,Mar 2015,13319,6966,9718,-3366,-25,8152,237,4550,33,3105,20,2
818,KOTAKBANK,Mar 2016,20402,11123,11541,-2263,-11,7631,345,5024,32,3524,19,3
819,KOTAKBANK,Mar 2017,22324,11458,14832,-3965,-18,11660,362,7332,32,5019,27,2
820,KOTAKBANK,Mar 2018,25131,12467,16805,-4141,-16,13682,383,9158,33,6258,33,2
821,KOTAKBANK,Mar 2019,29831,15187,19758,-5114,-17,16148,458,10576,33,7204,38,2
822,KOTAKBANK,Mar 2020,33474,15901,22578,-5005,-15,16892,465,11422,25,8593,45,0
823,KOTAKBANK,Mar 2021,32820,12967,29812,-9958,-30,23588,461,13168,25,9990,50,2
824,KOTAKBANK,Mar 2022,33741,11554,30699,-8512,-25,24941,480,15948,25,12089,61,2
825,KOTAKBANK,Mar 2023,42151,14411,33485,-5746,-14,25991,599,19646,25,14925,75,2
826,KOTAKBANK,Mar 2024,56237,22567,47052,-13382,-24,38037,792,23863,25,18213,92,2
827,KOTAKBANK,TTM,64053,27327,50872,-14146,-22,43559,0,29413,,22530,113,
828,LICI,Mar 2019,571508,565587,5920,1,2615,0,336,8199,68,2627,,2
829,LICI,Mar 2020,628043,634989,-6947,-1,20870,0,379,13544,80,2710,,2
830,LICI,Mar 2021,690914,691166,-252,0,12820,0,417,12151,76,2974,7,0
831,LICI,Mar 2022,723606,720280,3326,0,9248,0,436,12138,66,4125,57,23
832,LICI,Mar 2023,784628,750420,34207,4,7800,77,466,41463,13,35997,65,5
833,LICI,Mar 2024,845966,813188,32779,4,14829,128,466,47014,13,40916,66,15
834,LICI,TTM,896106,870255,25851,3,16250,0,0,42102,,41468,,
835,LODHA,Mar 2011,2173,1663,510,23,145,283,17,355,26,264,6,0
836,LODHA,Mar 2012,2954,2229,724,25,124,254,37,556,32,381,9,0
837,LODHA,Mar 2015,6236,4769,1467,24,423,492,128,1269,37,798,18,0
838,LODHA,Mar 2016,8249,6123,2126,26,510,988,450,1198,41,703,16,0
839,LODHA,Mar 2017,7926,6313,1614,20,584,736,460,1001,42,584,13,0
840,LODHA,Mar 2018,9677,7995,1682,17,285,390,395,1182,33,794,10,0
841,LODHA,Mar 2019,11907,8728,3179,27,72,568,194,2489,34,1644,21,0
842,LODHA,Mar 2020,12443,10526,1917,15,119,740,292,1003,26,742,9,0
843,LODHA,Mar 2021,5449,4066,1383,25,-140,1136,73,33,-44,48,1,0
844,LODHA,Mar 2022,9233,7047,2186,24,293,688,75,1716,30,1208,12,20
845,LODHA,Mar 2023,9470,7406,2064,22,-1037,482,93,452,-8,490,5,14
846,LODHA,Mar 2024,10316,7651,2665,26,48,482,204,2028,23,1554,16,
847,LODHA,TTM,13574,9761,3812,28,260,514,311,3248,,2511,25,
848,LT,Mar 2013,74426,63032,11394,15,2523,4642,1637,7638,31,5291,38,22
849,LT,Mar 2014,85054,70968,14086,17,1337,6494,1446,7483,35,4885,35,27
850,LT,Mar 2015,91929,76245,15684,17,1422,7266,2623,7217,31,4966,34,32
851,LT,Mar 2016,101122,85637,15486,15,1219,6899,1787,8020,30,4592,31,40
852,LT,Mar 2017,109312,92691,16620,15,1466,6829,2370,8887,23,6486,43,22
853,LT,Mar 2018,119683,99572,20111,17,1465,7714,2223,11639,27,8004,53,30
854,LT,Mar 2019,135220,112354,22866,17,2701,9339,1923,14305,28,10217,63,28
855,LT,Mar 2020,145452,120899,24553,17,3015,11021,2462,14086,23,10894,68,26
856,LT,Mar 2021,135979,112519,23460,17,8111,11750,2904,16918,24,12921,82,44
857,LT,Mar 2022,156521,132207,24314,16,2364,9235,2948,14495,29,10419,62,36
858,LT,Mar 2023,183341,156175,27166,15,2891,9445,3502,17109,26,12531,75,32
859,LT,Mar 2024,221113,191248,29865,14,3847,9512,3682,20517,24,15547,95,36
860,LT,TTM,238881,208066,30815,13,3995,9420,3964,21425,,16150,98,
861,LTIM,Mar 2013,3851,2981,870,23,22,21,123,749,25,562,174,54
862,LTIM,Mar 2014,4920,3773,1147,23,217,31,130,1204,17,996,309,55
863,LTIM,Mar 2015,4978,3973,1005,20,99,10,158,936,18,769,238,63
864,LTIM,Mar 2016,5846,4819,1028,18,187,6,174,1035,19,836,49,72
865,LTIM,Mar 2017,6501,5271,1230,19,187,3,178,1236,21,971,57,29
866,LTIM,Mar 2018,7306,6119,1187,16,426,16,156,1442,23,1112,65,33
867,LTIM,Mar 2019,9446,7562,1883,20,302,11,147,2028,25,1516,87,32
868,LTIM,Mar 2020,10879,8849,2029,19,329,83,273,2003,24,1520,87,32
869,LTIM,Mar 2021,12370,9645,2725,22,274,79,332,2588,25,1938,111,36
870,LTIM,Mar 2022,26109,20860,5249,20,766,123,597,5294,25,3950,225,41
871,LTIM,Mar 2023,33183,27075,6108,18,557,150,723,5792,24,4410,149,40
872,LTIM,Mar 2024,35517,29130,6387,18,702,222,819,6049,24,4585,155,42
873,LTIM,TTM,37129,30695,6434,17,946,280,968,6133,,4574,154,
874,M&M,Mar 2013,68693,59578,9116,13,841,2297,2080,5580,35,4129,33,19
875,M&M,Mar 2014,74001,63830,10170,14,773,2954,2170,5820,26,5154,38,18
876,M&M,Mar 2015,71448,62655,8793,12,800,3157,2124,4313,40,3381,25,23
877,M&M,Mar 2016,75841,65759,10082,13,1399,3368,2442,5672,37,3554,25,21
878,M&M,Mar 2017,83773,73038,10735,13,2077,3647,2813,6350,36,4051,30,22
879,M&M,Mar 2018,92094,78868,13226,14,4366,3987,3280,10326,23,7958,60,11
880,M&M,Mar 2019,104721,89514,15207,15,2676,5021,3991,8871,32,6017,43,17
881,M&M,Mar 2020,75382,65224,10158,13,885,6021,3367,1655,99,-321,1,205
882,M&M,Mar 2021,74278,62791,11487,15,1152,6102,3378,3158,52,1512,15,54
883,M&M,Mar 2022,90171,75488,14683,16,3204,5018,3508,9362,23,7253,53,20
884,M&M,Mar 2023,121269,100983,20285,17,3961,5830,4357,14060,19,11374,83,18
885,M&M,Mar 2024,139078,114186,24892,18,3298,7488,4724,15978,23,12270,91,21
886,M&M,TTM,145893,118688,27204,19,3365,8259,5007,17303,,13009,95,
887,MARUTI,Mar 2013,44304,39944,4361,10,797,198,1890,3070,20,2470,82,10
888,MARUTI,Mar 2014,44542,39232,5310,12,724,184,2116,3734,24,2854,94,13
889,MARUTI,Mar 2015,50801,43909,6892,14,817,218,2515,4976,24,3809,126,20
890,MARUTI,Mar 2016,57589,48565,9024,16,1464,82,2822,7585,28,5497,182,19
891,MARUTI,Mar 2017,68085,57664,10421,15,2399,89,2604,10127,26,7511,249,30
892,MARUTI,Mar 2018,79809,67692,12118,15,2155,346,2760,11167,29,7881,261,31
893,MARUTI,Mar 2019,86068,75012,11056,13,2664,76,3021,10624,28,7651,253,32
894,MARUTI,Mar 2020,75660,68305,7355,10,3410,134,3528,7103,20,5678,188,32
895,MARUTI,Mar 2021,70372,64961,5411,8,3046,102,3034,5321,18,4389,145,31
896,MARUTI,Mar 2022,88330,82578,5752,7,1861,127,2789,4697,17,3880,128,47
897,MARUTI,Mar 2023,118410,105288,13122,11,2415,252,4846,10438,21,8264,274,34
898,MARUTI,Mar 2024,141858,123232,18626,13,4248,194,5256,17424,23,13488,429,29
899,MARUTI,TTM,145213,125446,19766,14,5002,212,5317,19240,,14021,446,
900,MOTHERSON,Mar 2013,25298,23819,1480,6,318,250,714,834,46,452,1,26
901,MOTHERSON,Mar 2014,30414,28017,2397,8,311,294,817,1596,31,1097,2,29
902,MOTHERSON,Mar 2015,34661,31817,2844,8,212,318,921,1817,29,1292,2,31
903,MOTHERSON,Mar 2016,37216,33668,3548,10,177,345,1087,2293,23,1774,3,26
904,MOTHERSON,Mar 2017,42376,38204,4171,10,346,375,1059,3083,30,2172,3,18
905,MOTHERSON,Mar 2018,56303,51174,5128,9,125,411,1575,3267,31,2260,3,30
906,MOTHERSON,Mar 2019,63523,58174,5348,8,333,423,2058,3200,34,2098,3,29
907,MOTHERSON,Mar 2020,60729,56075,4654,8,642,593,2721,1983,-5,1294,2,40
908,MOTHERSON,Mar 2021,57370,53000,4370,8,568,512,2926,1500,34,1569,2,46
909,MOTHERSON,Mar 2022,63774,59060,4714,7,575,543,2958,1788,31,1182,1,34
910,MOTHERSON,Mar 2023,78788,72537,6251,8,70,781,3136,2405,31,1670,2,29
911,MOTHERSON,Mar 2024,98692,89370,9322,9,140,1811,3810,3840,21,3020,4,20
912,MOTHERSON,TTM,109382,98908,10474,10,955,2061,4272,5095,,4123,6,
913,NAUKRI,Mar 2013,472,351,121,26,24,3,12,130,41,76,8,12
914,NAUKRI,Mar 2014,567,471,97,17,48,3,21,120,49,60,8,30
915,NAUKRI,Mar 2015,732,711,21,3,89,4,47,60,99,-14,2,150
916,NAUKRI,Mar 2016,748,656,91,12,111,3,24,175,33,118,11,27
917,NAUKRI,Mar 2017,888,896,-9,-1,50,4,33,5,99,-43,-2,-230
918,NAUKRI,Mar 2018,988,769,219,22,401,5,30,585,14,501,42,13
919,NAUKRI,Mar 2019,1151,1142,9,1,737,7,22,716,17,592,49,12
920,NAUKRI,Mar 2020,1312,1662,-350,-27,286,14,48,-126,95,-246,-19,-31
921,NAUKRI,Mar 2021,1128,1054,74,7,1584,11,45,1602,12,1418,110,7
922,NAUKRI,Mar 2022,1589,1143,446,28,13810,11,73,14200,9,12882,991,1
923,NAUKRI,Mar 2023,2346,1997,348,15,-116,18,73,141,99,-70,-8,-228
924,NAUKRI,Mar 2024,2536,1825,711,28,303,35,101,878,32,595,44,49
925,NAUKRI,TTM,2662,1911,751,28,560,22,104,1185,,551,36,
926,NESTLEIND,Dec 2013,9101,7153,1948,21,97,37,330,1678,33,1117,12,42
927,NESTLEIND,Dec 2014,9855,7816,2039,21,87,14,338,1774,33,1185,12,51
928,NESTLEIND,Dec 2015,8175,6620,1555,19,-391,3,347,814,31,563,6,83
929,NESTLEIND,Dec 2016,9141,7292,1850,20,140,91,354,1545,35,1001,10,61
930,NESTLEIND,Dec 2017,10010,7913,2097,21,177,92,342,1839,33,1225,13,68
931,NESTLEIND,Dec 2018,11292,8675,2618,23,259,112,336,2429,34,1607,17,69
932,NESTLEIND,Dec 2019,12369,9443,2926,24,247,129,370,2673,26,1968,20,168
933,NESTLEIND,Dec 2020,13350,10149,3202,24,146,164,370,2813,26,2082,22,93
934,NESTLEIND,Dec 2021,14741,11178,3562,24,-112,202,391,2857,26,2118,22,91
935,NESTLEIND,Dec 2022,16897,13191,3706,22,107,155,403,3256,27,2391,25,89
936,NESTLEIND,Dec 2023,19126,14655,4471,23,116,119,429,4038,26,2999,31,56
937,NESTLEIND,Mar 2024,24394,18581,5813,24,159,145,538,5289,26,3933,41,79
938,NESTLEIND,TTM,19786,15060,4726,24,297,113,452,4458,26,3323,34,
939,NHPC,Mar 2013,6381,2229,4152,65,1595,611,1241,3895,26,2873,2,28
940,NHPC,Mar 2014,7389,3047,4342,59,889,1203,1499,2529,35,1633,1,27
941,NHPC,Mar 2015,8221,3087,5134,62,1597,1296,1715,3718,25,2798,2,27
942,NHPC,Mar 2016,8354,3571,4783,57,1174,1160,1432,3365,30,2365,2,81
943,NHPC,Mar 2017,8623,3739,4884,57,2245,1133,1462,4535,23,3480,3,61
944,NHPC,Mar 2018,7755,3508,4248,55,1185,924,1469,3040,8,2785,2,57
945,NHPC,Mar 2019,8983,4002,4981,55,1733,896,1658,4159,32,2836,3,56
946,NHPC,Mar 2020,10008,4562,5446,54,311,877,1614,3266,-2,3345,3,52
947,NHPC,Mar 2021,9648,4371,5277,55,1087,577,1292,4495,20,3600,3,49
948,NHPC,Mar 2022,9144,5131,4013,44,981,586,1190,3217,-17,3774,4,52
949,NHPC,Mar 2023,10607,4423,6184,58,743,475,1215,5237,19,4261,4,48
950,NHPC,Mar 2024,9632,4825,4807,50,2029,608,1184,5043,20,4028,4,53
951,NHPC,TTM,9690,4675,5015,52,2094,718,1177,5213,20,3417,3,
952,NTPC,Mar 2013,71518,53370,18149,25,4777,2491,3823,16611,24,12586,13,38
953,NTPC,Mar 2014,78330,58603,19727,25,2792,3263,4770,14486,21,11403,12,42
954,NTPC,Mar 2015,79957,62605,17352,22,2338,3669,5565,10456,4,9992,10,21
955,NTPC,Mar 2016,73396,54829,18568,25,1188,3366,5771,10618,-2,10781,11,26
956,NTPC,Mar 2017,82042,60445,21598,26,1592,3753,6010,13426,20,10714,11,37
957,NTPC,Mar 2018,88083,65598,22485,26,5576,4447,7460,16154,35,10502,11,40
958,NTPC,Mar 2019,100287,77576,22710,23,2818,5605,8669,11255,-25,14034,14,44
959,NTPC,Mar 2020,109464,77878,31586,29,8209,8189,10356,21250,44,11902,12,27
960,NTPC,Mar 2021,111531,77487,34044,31,5021,9224,12450,17390,14,14969,15,41
961,NTPC,Mar 2022,132669,92307,40362,30,4809,9376,13788,22007,23,16960,17,41
962,NTPC,Mar 2023,176207,128611,47596,27,2561,11447,14792,23917,28,17121,17,42
963,NTPC,Mar 2024,178501,127045,51456,29,5190,12301,16204,28142,24,21332,21,36
964,NTPC,TTM,185892,133499,52392,28,6831,12475,17009,29739,24,22546,23,
965,ONGC,Mar 2013,161984,118482,43501,27,5488,484,11763,36742,35,23994,19,34
966,ONGC,Mar 2014,174121,124991,49130,28,7170,624,16262,39413,32,26665,21,31
967,ONGC,Mar 2015,160923,118610,42312,26,5955,2864,18033,27370,35,17703,14,44
968,ONGC,Mar 2016,124036,84901,39135,32,1067,3766,16384,20052,35,13102,10,56
969,ONGC,Mar 2017,282506,229702,52804,19,12724,3591,20119,41718,30,29169,19,40
970,ONGC,Mar 2018,322706,265817,56889,18,10429,4999,23112,39208,34,26068,17,38
971,ONGC,Mar 2019,421624,346805,74819,18,9567,5837,23704,54846,38,33938,24,29
972,ONGC,Mar 2020,396728,344623,52105,13,982,7489,26635,18962,40,11456,9,58
973,ONGC,Mar 2021,303849,254375,49473,16,11271,5079,25538,30126,29,21360,13,28
974,ONGC,Mar 2022,491246,411373,79874,16,6797,5696,26883,54091,9,49294,36,29
975,ONGC,Mar 2023,632291,556764,75527,12,-30,7889,24557,43051,24,32778,28,40
976,ONGC,Mar 2024,591396,488561,102835,17,12982,10194,28763,76860,26,57101,39,31
977,ONGC,TTM,658694,572824,85870,13,14458,12592,31646,56090,26,42320,33,
978,PFC,Mar 2013,17314,331,5987,35,12,10995,6,5994,26,4438,13,21
979,PFC,Mar 2014,21407,748,7607,36,23,13053,5,7624,28,5462,17,22
980,PFC,Mar 2015,24988,1103,8429,34,25,15456,8,8446,29,6004,18,20
981,PFC,Mar 2016,27861,2042,9162,33,25,16657,20,9167,33,6184,19,30
982,PFC,Mar 2017,27581,5538,5275,19,30,16768,41,5264,58,2236,7,59
983,PFC,Mar 2018,48624,6583,11752,24,42,30289,15,11779,25,8797,20,31
984,PFC,Mar 2019,54106,1696,17783,33,94,34627,15,17862,29,12640,30,0
985,PFC,Mar 2020,62189,7332,14012,23,105,40845,24,14093,33,9477,22,35
986,PFC,Mar 2021,71656,7102,19871,28,46,44684,25,19891,21,15716,36,22
987,PFC,Mar 2022,76262,8215,23338,31,79,44709,35,23382,20,18768,42,23
988,PFC,Mar 2023,77684,4167,26501,34,47,47017,52,26496,20,21179,48,22
989,PFC,Mar 2024,91508,-27,33573,37,69,57962,53,33588,21,26461,60,23
990,PFC,TTM,98152,882,35764,36,109,61505,54,35820,21,28248,64,
991,PIDILITIND,Mar 2013,3678,3120,558,15,107,16,69,581,27,424,8,31
992,PIDILITIND,Mar 2014,4283,3611,672,16,38,16,81,612,27,450,9,31
993,PIDILITIND,Mar 2015,4844,4073,771,16,40,16,118,678,25,514,10,29
994,PIDILITIND,Mar 2016,5361,4188,1173,22,81,13,100,1141,29,807,16,26
995,PIDILITIND,Mar 2017,5617,4355,1262,22,115,14,115,1248,31,863,17,28
996,PIDILITIND,Mar 2018,6078,4737,1341,22,153,16,120,1359,29,966,19,32
997,PIDILITIND,Mar 2019,7078,5707,1371,19,130,26,133,1342,31,928,18,36
998,PIDILITIND,Mar 2020,7294,5718,1576,22,97,34,170,1470,24,1122,22,32
999,PIDILITIND,Mar 2021,7293,5606,1686,23,74,37,201,1522,26,1126,22,38
1000,PIDILITIND,Mar 2022,9921,8065,1856,19,39,42,240,1614,25,1207,24,42
1001,PIDILITIND,Mar 2023,11799,9813,1986,17,55,48,270,1723,25,1289,25,44
1002,PIDILITIND,Mar 2024,12383,9675,2708,22,63,51,341,2379,27,1747,34,47
1003,PIDILITIND,TTM,12901,9949,2952,23,144,49,374,2673,,1973,38,
