"bluestock_fintech_—_nifty_100__|__balance_sheet__|__1,312_records",unnamed:_1,unnamed:_2,unnamed:_3,unnamed:_4,unnamed:_5,unnamed:_6,unnamed:_7,unnamed:_8,unnamed:_9,unnamed:_10,unnamed:_11,unnamed:_12
id,company_id,year,equity_capital,reserves,borrowings,other_liabilities,total_liabilities,fixed_assets,cwip,investments,other_asset,total_assets
136,ABB,Dec 2012,21,626,0,260,907,109,1,0,798,907
137,ABB,Mar 2014,21,767,0,351,1139,98,1,0,1040,1139
138,ABB,Mar 2015,21,916,0,436,1374,96,4,0,1274,1374
139,ABB,Mar 2016,21,1174,0,421,1616,108,3,0,1505,1616
140,ABB,Mar 2017,21,1366,0,679,2066,110,6,0,1950,2066
141,ABB,Mar 2018,21,1672,0,723,2416,81,2,0,2333,2416
142,ABB,Mar 2019,21,1987,0,932,2941,105,1,0,2835,2941
143,ABB,Mar 2020,21,2410,175,940,3547,270,2,0,3275,3547
144,ABB,Mar 2021,21,2581,153,1086,3840,251,1,0,3589,3840
145,ABB,Mar 2022,21,2799,152,1253,4224,271,1,0,3952,4224
146,ABB,Mar 2023,21,3167,113,1254,4556,237,4,0,4315,4556
147,ABB,Mar 2024,21,3678,83,1411,5193,225,10,0,4958,5193
148,ABB,Sep 2024,21,3500,60,1481,5063,216,13,0,4834,5063
149,ADANIENSOL,Mar 2014,0.1,0,0,0,0,0,0,0,0,0
150,ADANIENSOL,Mar 2015,1090,-7,9701,708,11492,10573,10,0,909,11492
151,ADANIENSOL,Mar 2016,1100,1572,8585,489,11746,10060,258,20,1407,11746
152,ADANIENSOL,Mar 2017,1100,1847,8975,890,12811,9853,1343,105,1510,12811
153,ADANIENSOL,Mar 2018,1100,4957,10428,781,17265,9291,2353,0,5621,17265
154,ADANIENSOL,Mar 2019,1100,6943,20137,4379,32558,24412,694,336,7117,32558
155,ADANIENSOL,Mar 2020,1100,7399,24246,6966,39711,24924,2212,313,12262,39711
156,ADANIENSOL,Mar 2021,1100,7819,27095,7219,43234,26987,5255,442,10550,43234
157,ADANIENSOL,Mar 2022,1100,8813,29902,7650,47464,30272,5060,561,11572,47464
158,ADANIENSOL,Mar 2023,1115,10634,34270,7913,53932,32645,6200,1370,13716,53932
159,ADANIENSOL,Mar 2024,1115,11526,37070,8827,58538,38920,3003,766,15849,58538
160,ADANIENSOL,Sep 2024,1201,19784,39009,9113,69107,38186,4355,1608,24958,69107
170,ADANIENT,Mar 2013,110,21286,69332,21143,111871,48770,29248,323,33529,111871
171,ADANIENT,Mar 2014,110,23647,71980,22365,118102,70579,13574,288,33661,118102
172,ADANIENT,Mar 2015,110,25618,83571,21420,130718,83834,6733,744,39407,130718
173,ADANIENT,Mar 2016,110,13268,19169,9132,41679,10473,7705,805,22696,41679
174,ADANIENT,Mar 2017,110,14026,20846,12630,47611,13668,7731,1042,25170,47611
175,ADANIENT,Mar 2018,110,14979,17637,23679,56405,10555,5526,1461,38864,56405
176,ADANIENT,Mar 2019,110,14646,11243,16537,42536,9020,5765,1511,26240,42536
177,ADANIENT,Mar 2020,110,16837,12419,17509,46875,10476,7347,1952,27099,46875
178,ADANIENT,Mar 2021,110,17049,16227,18231,51617,10838,8825,5503,26451,51617
179,ADANIENT,Mar 2022,110,22147,41604,37726,101586,30123,23544,4292,43627,101586
180,ADANIENT,Mar 2023,114,32937,53200,55027,141278,56881,24025,6310,54062,141278
181,ADANIENT,Mar 2024,114,38962,65310,56200,160586,65978,35180,8701,50728,160586
182,ADANIENT,Sep 2024,114,41782,80427,59445,181768,84751,29745,10322,56949,181768
192,ADANIGREEN,Mar 2017,1274,-71,4347,610,6160,4341,267,26,1525,6160
193,ADANIGREEN,Mar 2018,1564,-223,9864,4503,15709,9120,1725,87,4777,15709
194,ADANIGREEN,Mar 2019,1564,369,11142,1582,14658,10388,743,77,3449,14658
195,ADANIGREEN,Mar 2020,1564,793,14866,1201,18424,12554,1208,476,4186,18424
196,ADANIGREEN,Mar 2021,1564,636,24209,2283,28692,16429,4452,502,7309,28692
197,ADANIGREEN,Mar 2022,1564,1050,52832,3508,58954,28452,19999,574,10029,58954
198,ADANIGREEN,Mar 2023,1584,5720,54223,5382,66909,48336,5291,1149,12133,66909
199,ADANIGREEN,Mar 2024,1584,8250,64858,13394,88086,62284,6427,1515,17860,88086
200,ADANIGREEN,Sep 2024,1584,8992,67430,20252,98258,64632,14617,2331,16678,98258
201,ADANIPORTS,Mar 2013,401,5993,11620,3022,21035,11382,2951,222,6480,21035
202,ADANIPORTS,Mar 2014,414,8351,12979,2933,24677,13163,2025,63,9426,24677
203,ADANIPORTS,Mar 2015,414,10351,17776,3541,32082,20527,1276,260,10020,32082
204,ADANIPORTS,Mar 2016,414,13091,22342,2538,38385,20883,1967,545,14990,38385
205,ADANIPORTS,Mar 2017,414,17112,22214,3629,43369,21054,4514,1161,16641,43369
206,ADANIPORTS,Mar 2018,414,20489,22370,3960,47233,22670,4545,1079,18938,47233
207,ADANIPORTS,Mar 2019,414,23958,27712,4228,56311,28121,4483,782,22924,56311
208,ADANIPORTS,Mar 2020,406,25051,30242,6217,61917,32715,3216,1178,24808,61917
209,ADANIPORTS,Mar 2021,406,30035,35855,8285,74582,48291,3697,2236,20358,74582
210,ADANIPORTS,Mar 2022,422,41399,47935,8572,98328,62553,4023,3161,28591,98328
211,ADANIPORTS,Mar 2023,432,44957,53434,13740,112563,72224,6637,7432,26271,112563
212,ADANIPORTS,Mar 2024,432,52346,49470,14751,116999,75148,10936,4289,26627,116999
213,ADANIPORTS,Sep 2024,432,56744,50485,18354,126015,79136,13328,4489,29062,126015
214,ADANIPOWER,Mar 2013,2393,1900,41795,8599,54688,29089,18976,22,6600,54688
215,ADANIPOWER,Mar 2014,2872,3671,44150,8045,58739,46365,3660,115,8599,58739
216,ADANIPOWER,Mar 2015,2872,2853,44742,8008,58474,45080,191,357,12846,58474
217,ADANIPOWER,Mar 2016,3334,4134,52729,15597,75794,56941,88,0,18765,75794
